ID,Title,Artist,Album,File_Path,Cover_Path,First_Comment,Lowest_Pitch,First_Quartile_Pitch,Medium_Pitch,Third_Quartile_Pitch,Highest_Pitch
240,回來,Shin,信,./Music/信/Shin - 回來.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=rZbYWOE_Mzk,53,58,60,63,69
241,天知道,Shin,信,./Music/信/Shin - 天知道.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=golEIK5SfLQ,47,59,60,61,67
242,小時候,Shin,信,./Music/信/Shin - 小時候.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=BP7VVImn3Go,49,54,62,66,76
243,態度,Shin,信,./Music/信/Shin - 態度.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=Mnu1rxhY9Nc,56,63,66,70,76
244,我恨妳,Shin,信,./Music/信/Shin - 我恨妳.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=4IjdkeIygoE,49,56,61,66,71
245,我記得,Shin,信,./Music/信/Shin - 我記得.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=DWmSdZLrbQo,52,60,62,63,68
246,我選擇笑,Shin,信,./Music/信/Shin - 我選擇笑.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=M4r9sgDdFuc,49,56,61,63,65
247,手擁,Shin,信,./Music/信/Shin - 手擁.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=Lep6qgQQKuA,45,56,63,64,71
248,暗藏後悔,Shin,信,./Music/信/Shin - 暗藏後悔.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=aVOG_LqrlME,43,53,60,64,67
249,桃花開 搖搖擺擺,Shin,信,./Music/信/Shin - 桃花開 搖搖擺擺.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=ImJGFVuDItg,47,54,59,62,66
250,淪陷,Shin,信,./Music/信/Shin - 淪陷.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=cmvZppa4l4w,52,57,61,66,82
251,火燒的寂寞,Shin,信,./Music/信/Shin - 火燒的寂寞.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=jx0JSbn73JI,45,60,66,73,81
252,趁我,Shin,信,./Music/信/Shin - 趁我.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=U0_r-vU-2rs,46,56,64,67,79
253,遠得要命的愛情,Shin,信,./Music/信/Shin - 遠得要命的愛情.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=8NtpDLGL0_c,49,60,62,65,73
254,錯了,Shin,信,./Music/信/Shin - 錯了.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=aXD5igyFbDw,49,60,61,65,68
255,魂,Shin,信,./Music/信/Shin - 魂.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=SMlcqUuSyM8,47,59,63,68,75
256,黎明之前,Shin,信,./Music/信/Shin - 黎明之前.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=9pJXowsVx20,46,55,60,60,79
257,狂風裡擁抱,Shin/A-Lin,信,"./Music/信/Shin, A-Lin - 狂風裡擁抱.mp3",./Cover/信.jpg,https://www.youtube.com/watch?v=XnZKvcU2UbI,45,58,63,68,72
258,離歌,Shin/信樂團,信,"./Music/信/Shin, 信樂團 - 離歌.mp3",./Cover/信.jpg,https://www.youtube.com/watch?v=SLbim1NK0U8,50,60,64,66,71
259,One Night In 北京,信樂團,信,./Music/信/信樂團 - One Night In 北京.mp3,./Cover/信.jpg,https://music.youtube.com/watch?v=zXqDLwCo31Q,64,72,72,75,81
260,一了百了,信樂團,信,./Music/信/信樂團 - 一了百了.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=kHg9waq3APA,47,54,61,64,69
261,不會消失的夜晚,信樂團,信,./Music/信/信樂團 - 不會消失的夜晚.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=TkO5FAy5PZE,53,58,63,65,75
262,世界末日,信樂團,信,./Music/信/信樂團 - 世界末日.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=nMJ4DcAFG-4,50,59,63,64,75
263,假如,信樂團,信,./Music/信/信樂團 - 假如.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=9FqgEjjrgLw,55,55,55,56,56
264,大驚小怪,信樂團,信,./Music/信/信樂團 - 大驚小怪.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=rB9ygphjD7A,58,60,66,74,81
265,天亮,信樂團,信,./Music/信/信樂團 - 天亮.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=m7ASqb-ExzQ,46,55,59,64,69
266,天亮以後說分手,信樂團,信,./Music/信/信樂團 - 天亮以後說分手.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=c2yNT6OawaA,50,59,64,71,78
267,天高地厚,信樂團,信,./Music/信/信樂團 - 天高地厚.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=-KXjU0XjhRY,50,56,61,66,75
268,挑釁,信樂團,信,./Music/信/信樂團 - 挑釁.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=9BTOUeHa5nM,50,57,62,66,71
269,斷了思念,信樂團,信,./Music/信/信樂團 - 斷了思念.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=v1oLTCeWuIQ,48,56,61,66,80
270,死了都要愛,信樂團,信,./Music/信/信樂團 - 死了都要愛.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=rEmbtS10Yx4,48,60,64,69,81
271,海闊天空,信樂團,信,./Music/信/信樂團 - 海闊天空.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=aVg5Q_is9vQ,46,62,66,67,74
272,無可救藥愛上你,信樂團,信,./Music/信/信樂團 - 無可救藥愛上你.mp3,./Cover/信.jpg,https://www.youtube.com/watch?v=UnUJ_iIEkfU,46,59,62,63,79
273,候鳥,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 候鳥.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=pHIsr8f5lFw,52,59,61,64,76
274,城市的光,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 城市的光.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=awN6IvUD8Zg,52,59,60,64,76
275,天亮就分手,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 天亮就分手.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=o51Y79-4DI8,48,59,62,64,68
276,對愛入座,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 對愛入座.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=5_ZNbp6Kq-Q,52,60,61,63,67
277,晚安,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 晚安.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=CzHOYGtF8EM,48,57,60,62,65
278,暫停時光,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 暫停時光.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=mUK8BW-C7ZU,43,56,59,62,67
279,活該寂寞,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 活該寂寞.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=n9JsWTR-haU,48,57,60,65,67
280,給親愛的你,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 給親愛的你.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=24PPxYpGuRY,49,58,60,67,70
281,英雄小說,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 英雄小說.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=_8Fq1gwlnJ4,52,57,60,64,67
282,迷宮,Ricky Hsiao,候鳥,./Music/候鳥/Ricky Hsiao - 迷宮.mp3,./Cover/候鳥.jpg,https://music.youtube.com/watch?v=ZD7ktQ-3Z0k,50,59,61,64,69
283,Until The Day,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - Until The Day.mp3,./Cover/偉大的渺小.jpg,https://music.youtube.com/watch?v=nzSKPIUmytE,50,59,62,64,73
284,偉大的渺小,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 偉大的渺小.mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=s9LGSgPlY9I,52,59,62,64,69
285,剪雲者,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 剪雲者.mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=kfRhvdjBzJE,50,59,60,64,69
286,四點四十四,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 四點四十四.mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=psxUHZPiUe8,50,59,64,66,71
287,"小瓶子 (電影 ""假如王子睡著了"" 印象曲)",JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 小瓶子 (電影 '假如王子睡著了' 印象曲).mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=RYGYvsXR8OE,66,66,75,75,75
288,我繼續,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 我繼續.mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=2_esUElOJFY,50,57,60,63,76
289,聖所,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 聖所.mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=jyEC77mUbLY,50,59,66,69,78
290,身為風帆,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 身為風帆.mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=CdClQXBjAQo,50,57,60,64,69
291,黑夜問白天,JJ Lin,偉大的渺小,./Music/偉大的渺小/JJ Lin - 黑夜問白天.mp3,./Cover/偉大的渺小.jpg,https://www.youtube.com/watch?v=b7fDlqRVNkM,46,60,62,66,79
292,Booty Call,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - Booty Call.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=_2Z2B7XtD-c,55,64,66,71,74
293,三月,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 三月.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=uiE5e8OpbO0,59,65,67,69,77
294,前進烏托邦,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 前進烏托邦.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=CMe3KArsoJg,59,64,69,71,81
295,狗,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 狗.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=j9VfxXlaQ-g,56,61,63,68,73
296,自虐,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 自虐.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=ZPsblpCdEws,58,62,63,65,70
297,跳進來,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 跳進來.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=CNwlcQIVltk,53,61,62,64,68
298,這樣你還要愛我嗎,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 這樣你還要愛我嗎.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=rmtRVdW_NUk,59,68,71,74,83
299,都對也都錯,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 都對也都錯.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=Ez8o-j1ggv0,58,66,68,70,74
300,飛高高,A-Mei Chang,偏執面,./Music/偏執面/A-Mei Chang - 飛高高.mp3,./Cover/偏執面.jpg,https://music.youtube.com/watch?v=SKzlxG3ymGA,59,64,64,68,73
301,偷故事的人,A-Mei Chang,偷故事的人,./Music/偷故事的人/A-Mei Chang - 偷故事的人.mp3,./Cover/偷故事的人.jpg,https://music.youtube.com/watch?v=qy0BcNQyyNc,54,63,63,66,73
302,壞的好人,A-Mei Chang,偷故事的人,./Music/偷故事的人/A-Mei Chang - 壞的好人.mp3,./Cover/偷故事的人.jpg,https://music.youtube.com/watch?v=65uC744WUzw,53,63,66,70,73
303,戒斷,A-Mei Chang,偷故事的人,./Music/偷故事的人/A-Mei Chang - 戒斷.mp3,./Cover/偷故事的人.jpg,https://music.youtube.com/watch?v=CY604Dw9HY0,49,61,68,71,75
304,裝醉,A-Mei Chang,偷故事的人,./Music/偷故事的人/A-Mei Chang - 裝醉.mp3,./Cover/偷故事的人.jpg,https://music.youtube.com/watch?v=zLfIfGwcZBQ,54,66,67,68,73
305,身後,A-Mei Chang,偷故事的人,./Music/偷故事的人/A-Mei Chang - 身後.mp3,./Cover/偷故事的人.jpg,https://music.youtube.com/watch?v=8MzxftB6xIA,58,62,68,70,74
306,連名帶姓,A-Mei Chang,偷故事的人,./Music/偷故事的人/A-Mei Chang - 連名帶姓.mp3,./Cover/偷故事的人.jpg,https://music.youtube.com/watch?v=1Gak0_qP0to,55,61,68,70,73
307,Beautiful Day,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - Beautiful Day.mp3,./Cover/光這麼說.jpg,https://music.youtube.com/watch?v=KsrAHEr7Xy8,47,62,70,77,82
308,Welcome Home,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - Welcome Home.mp3,./Cover/光這麼說.jpg,https://www.youtube.com/watch?v=VHLcdRBaCb8,49,61,61,63,73
309,別忘記你是誰,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - 別忘記你是誰.mp3,./Cover/光這麼說.jpg,https://www.youtube.com/watch?v=jyIJN_Fpz_M,50,59,62,74,78
310,床邊故事,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - 床邊故事.mp3,./Cover/光這麼說.jpg,https://www.youtube.com/watch?v=afWoC8qxNRg,43,51,59,60,69
311,沉睡王國,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - 沉睡王國.mp3,./Cover/光這麼說.jpg,https://www.youtube.com/watch?v=Ax8NUX4PiAs,46,56,60,65,77
312,滯留,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - 滯留.mp3,./Cover/光這麼說.jpg,https://www.youtube.com/watch?v=D5p1SWiac1w,48,60,64,72,77
313,第四人稱,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - 第四人稱.mp3,./Cover/光這麼說.jpg,https://www.youtube.com/watch?v=yR2vgIIPJFA,47,62,64,66,78
314,紀念冊,Mister Mouth,光這麼說,./Music/光這麼說/Mister Mouth - 紀念冊.mp3,./Cover/光這麼說.jpg,https://www.youtube.com/watch?v=Mj17vCQ21vA,46,54,62,64,77
315,Play,David Tao,六九樂章,./Music/六九樂章/David Tao - Play.mp3,./Cover/六九樂章.jpg,https://music.youtube.com/watch?v=ici0FV9Rjxs,45,57,62,64,76
316,中國姑娘,David Tao,六九樂章,./Music/六九樂章/David Tao - 中國姑娘.mp3,./Cover/六九樂章.jpg,https://www.youtube.com/watch?v=OAt5LZUU34s,43,59,62,65,73
317,你的歌,David Tao,六九樂章,./Music/六九樂章/David Tao - 你的歌.mp3,./Cover/六九樂章.jpg,https://www.youtube.com/watch?v=NmOATTG4jGA,47,57,57,60,66
318,我太傻,David Tao,六九樂章,./Music/六九樂章/David Tao - 我太傻.mp3,./Cover/六九樂章.jpg,https://www.youtube.com/watch?v=x_bEoKTrXPQ,44,56,58,61,68
319,暗戀,David Tao,六九樂章,./Music/六九樂章/David Tao - 暗戀.mp3,./Cover/六九樂章.jpg,https://www.youtube.com/watch?v=UeMbYQOar6U,50,54,56,57,64
320,火鳥功,David Tao,六九樂章,./Music/六九樂章/David Tao - 火鳥功.mp3,./Cover/六九樂章.jpg,https://www.youtube.com/watch?v=HcRYQPgDW_A,52,61,64,71,78
321,"請繼續, 任性",David Tao,六九樂章,"./Music/六九樂章/David Tao - 請繼續, 任性.mp3",./Cover/六九樂章.jpg,https://www.youtube.com/watch?v=9nf2kTOP3ww,46,54,57,61,65
322,雪豹,David Tao,六九樂章,./Music/六九樂章/David Tao - 雪豹.mp3,./Cover/六九樂章.jpg,https://www.youtube.com/watch?v=4f-YotDTxos,46,57,61,66,74
323,一個人,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 一個人.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=z8gxm8zvOfs,43,54,58,61,68
324,再說一次. 我愛你,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 再說一次. 我愛你.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=O35zSwMEjko,45,54,60,62,66
325,單純女孩,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 單純女孩.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=5TkmSORk9Qk,46,55,58,60,63
326,完美,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 完美.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=AQF8Gt-_vWo,47,58,60,63,77
327,未知數,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 未知數.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=XCkfksclpT0,46,58,60,62,66
328,狠心的一課,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 狠心的一課.mp3,./Cover/再說一次.我愛你.jpg,https://www.youtube.com/watch?v=qgmj8TPRSnw,43,55,59,62,64
329,真心話,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 真心話.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=KA_nLlmai28,43,55,57,60,79
330,美人痛,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 美人痛.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=jqFbwtO5G8c,50,55,57,59,64
331,苦命梁祝,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 苦命梁祝.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=TpM35E41Aco,44,54,57,59,64
332,虹橋機場的咖啡廳,Andy Lau,再說一次.我愛你,./Music/再說一次我愛你/Andy Lau - 虹橋機場的咖啡廳.mp3,./Cover/再說一次.我愛你.jpg,https://music.youtube.com/watch?v=safXxmqZ9ZQ,56,59,60,62,66
333,凌星凝望 - 第三十六屆政大金旋獎主題曲,Theseus 忒修斯,凌星凝望 (第三十六屆政大金旋獎主題曲),./Music/凌星凝望/Theseus 忒修斯 - 凌星凝望 - 第三十六屆政大金旋獎主題曲.mp3,./Cover/凌星凝望 (第三十六屆政大金旋獎主題曲).jpg,https://www.youtube.com/watch?v=JFd6FvBjpnU,50,57,59,62,67
334,一半,Joker Xue,初學者,./Music/初學者/Joker Xue - 一半.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=tx3MORDwQ0E,51,54,59,61,68
335,下雨了,Joker Xue,初學者,./Music/初學者/Joker Xue - 下雨了.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=JBWcc0N8f-A,50,58,60,62,67
336,初學者,Joker Xue,初學者,./Music/初學者/Joker Xue - 初學者.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=UkAe2lMi22M,46,56,60,69,77
337,小孩,Joker Xue,初學者,./Music/初學者/Joker Xue - 小孩.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=RkFiy0vm938,46,54,58,61,66
338,我好像在哪見過你,Joker Xue,初學者,./Music/初學者/Joker Xue - 我好像在哪見過你.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=1oiygfpugiY,44,58,60,70,82
339,演員,Joker Xue,初學者,./Music/初學者/Joker Xue - 演員.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=qJo1ATyyqKc,44,56,59,62,66
340,紳士,Joker Xue,初學者,./Music/初學者/Joker Xue - 紳士.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=rq5Ajz-rj4o,44,53,60,63,67
341,花兒和少年,Joker Xue,初學者,./Music/初學者/Joker Xue - 花兒和少年.mp3,./Cover/初學者.jpg,https://www.youtube.com/watch?v=cZHtsOk-NRQ,51,55,58,61,66
342,Love is Love,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - Love is Love.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=Sb8xNqDPO7A,43,60,63,68,73
343,不可惜,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 不可惜.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=sJw-VkMJ9D8,55,63,65,67,70
344,刪拾,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 刪拾.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=M7RMlvy8nAc,60,64,68,69,71
345,泥土,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 泥土.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=MKzKopmbTqQ,56,60,64,67,72
346,煉愛,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 煉愛.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=jKEjGmsoh38,53,64,67,69,73
347,獻醜,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 獻醜.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=52_tktXGHEI,50,62,67,70,76
348,空空,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 空空.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=e4Xd3jqFT1o,43,60,64,67,72
349,節日快樂,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 節日快樂.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=lVmhC8RXiuo,48,62,65,67,79
350,臉孔,Rainie Yang,刪·拾 以後,./Music/刪‧拾 以後/Rainie Yang - 臉孔.mp3,./Cover/刪·拾 以後.jpg,https://music.youtube.com/watch?v=sL0Eptix_Lw,55,61,63,68,73
351,勇氣,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 勇氣.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=ekcv7l_5Hrg,50,62,65,67,70
352,半個月亮,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 半個月亮.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=a4Mw4_4YqG8,48,60,64,67,72
353,多數是晴天,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 多數是晴天.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=ZQ4cjbAGbZg,49,63,66,68,71
354,如果有一天,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 如果有一天.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=K3o6SfwZq_w,50,62,66,67,81
355,愛你不是兩三天,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 愛你不是兩三天.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=sPCKERuXiAo,52,64,65,68,72
356,愛計較,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 愛計較.mp3,./Cover/勇氣.jpg,https://music.youtube.com/watch?v=fROhxZ_Q3Vg,57,63,68,70,74
357,昨天,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 昨天.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=LJe7s0z9Vj0,49,61,63,66,80
358,最後,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 最後.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=GGzSZnp3h4A,56,61,64,70,74
359,最爛的理由,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 最爛的理由.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=x6R5RYiDZLs,43,59,62,66,67
360,沒有水的游泳池,Fish Leong,勇氣,./Music/勇氣/Fish Leong - 沒有水的游泳池.mp3,./Cover/勇氣.jpg,https://www.youtube.com/watch?v=0HLQRCiMOp8,54,59,61,64,71
361,不營業的日常,Rene Liu,各自安好,./Music/各自安好/Rene Liu - 不營業的日常.mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=mU5UO3KXOlg,44,59,61,63,66
362,人,Rene Liu,各自安好,./Music/各自安好/Rene Liu - 人.mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=nJIoihyHiG8,49,59,61,64,69
363,今天我生日,Rene Liu,各自安好,./Music/各自安好/Rene Liu - 今天我生日.mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=HEJhepgEBOE,48,53,55,59,63
364,依偎 (戲劇《緊急公關》插曲),Rene Liu,各自安好,./Music/各自安好/Rene Liu - 依偎 (戲劇《緊急公關》插曲).mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=OqIgz3awySA,50,58,60,63,65
365,各自安好,Rene Liu,各自安好,./Music/各自安好/Rene Liu - 各自安好.mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=tIk01ITX0Ik,53,58,60,63,68
366,所有相愛的人啊(祝福版),Rene Liu,各自安好,./Music/各自安好/Rene Liu - 所有相愛的人啊(祝福版).mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=BuUYTS1R3_0,50,58,60,63,76
367,旁白人生,Rene Liu,各自安好,./Music/各自安好/Rene Liu - 旁白人生.mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=x7e8v9_h3eI,50,59,64,66,69
368,誠實,Rene Liu,各自安好,./Music/各自安好/Rene Liu - 誠實.mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=GvV0NBEn974,50,59,62,64,67
369,飛行日,Rene Liu,各自安好,./Music/各自安好/Rene Liu - 飛行日.mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=3uhmX712GjI,50,59,62,64,67
370,黃金年代 (戲劇《緊急公關》片尾曲),Rene Liu,各自安好,./Music/各自安好/Rene Liu - 黃金年代 (戲劇《緊急公關》片尾曲).mp3,./Cover/各自安好.jpg,https://www.youtube.com/watch?v=PpBib442cPg,47,57,59,64,69
371,Don't Really Care,Mister Mouth,同類,./Music/同類/Mister Mouth - Don't Really Care.mp3,./Cover/同類.jpg,https://www.youtube.com/watch?v=gSlXtn-_Zfg,49,61,63,65,75
372,同類,Mister Mouth,同類,./Music/同類/Mister Mouth - 同類.mp3,./Cover/同類.jpg,https://www.youtube.com/watch?v=blq6sWzxhrk,43,54,61,61,73
373,Till the Day,Pink Noise,告別,./Music/告別/Pink Noise - Till the Day.mp3,./Cover/告別.jpg,https://music.youtube.com/watch?v=-XR7-sfyXIM,46,62,65,67,81
374,等天亮的人,Pink Noise,告別,./Music/告別/Pink Noise - 等天亮的人.mp3,./Cover/告別.jpg,https://www.youtube.com/watch?v=gfzYS0tIk9M,54,63,66,68,83
375,一口氣全唸對,Jay Chou,"哎呦, 不錯哦",./Music/哎呦，不錯哦/Jay Chou - 一口氣全唸對.mp3,"./Cover/哎呦, 不錯哦.jpg",https://www.youtube.com/watch?v=C18nyaRnR1Q,45,56,56,63,74
376,天涯過客,Jay Chou,"哎呦, 不錯哦",./Music/哎呦，不錯哦/Jay Chou - 天涯過客.mp3,"./Cover/哎呦, 不錯哦.jpg",https://www.youtube.com/watch?v=-gJzlOJ0Zoo,47,54,62,69,79
377,手寫的從前,Jay Chou,"哎呦, 不錯哦",./Music/哎呦，不錯哦/Jay Chou - 手寫的從前.mp3,"./Cover/哎呦, 不錯哦.jpg",https://www.youtube.com/watch?v=_ffN_rGRcSw,49,55,60,62,67
